num,imdb_id,number_of _posters
7410,tt6281242,2
7411,tt5164446,1
7412,tt5897292,4
7413,tt7549484,1
7414,tt7505152,6
7415,tt7512592,6
7416,tt5801302,1
7417,tt7493824,1
7418,tt5226618,2
7419,tt1728130,3
7420,tt5743888,4
7421,tt6143422,1
7422,tt6471054,2
7423,tt6265536,2
7424,tt6382412,2
7425,tt7805064,1
7426,tt7114588,1
7427,tt5851904,4
7428,tt7285772,1
7429,tt6467968,7
7430,tt6097278,1
7431,tt7642818,2
7432,tt1348318,1
7433,tt2582784,4
7434,tt6712014,3
7435,tt3780500,3
7436,tt7701650,1
7437,tt7018010,13
7438,tt7135738,1
7439,tt5785016,1
7440,tt7133340,3
7441,tt3053228,13
7442,tt6892276,2
7443,tt5636222,6
7444,tt6876488,1
7445,tt7297586,4
7446,tt7645502,2
7447,tt6890828,1
7448,tt7642878,2
7449,tt7126386,2
7450,tt5628418,9
7451,tt0058335,11
7452,tt6282540,1
7453,tt6682904,2
7454,tt0347014,3
7455,tt6645154,3
7456,tt6737766,1
7457,tt7686876,3
7458,tt7446800,1
7459,tt6771402,2
7460,tt2984576,3
7461,tt3463106,5
7462,tt6774212,1
7463,tt0257568,17
7464,tt7115920,2
7465,tt7297954,1
7466,tt7014318,3
7467,tt7110458,1
7468,tt7666582,1
7469,tt0156245,1
7470,tt0181627,10
7471,tt4823538,1
7472,tt0290858,1
7473,tt0295468,0
7474,tt0219338,2
7475,tt0292907,1
7476,tt0423325,1
7477,tt1887655,1
7478,tt5089534,4
7479,tt5658242,5
7480,tt5642124,4
7481,tt6175820,2
7482,tt6157626,8
7483,tt0899143,5
7484,tt6298600,7
7485,tt7019820,6
7486,tt5629340,7
7487,tt6907804,3
7488,tt7548114,1
7489,tt6493286,13
7490,tt7296234,3
7491,tt3204632,2
7492,tt6895746,3
7493,tt6597688,1
7494,tt6895800,1
7495,tt7759320,2
7496,tt7254046,6
7497,tt6968542,1
7498,tt7642890,1
7499,tt7222296,1
7500,tt5489004,1
7501,tt7510870,3
7502,tt5356274,2
7503,tt7173340,1
7504,tt5692390,2
7505,tt6411984,7
7506,tt2707810,2
7507,tt5373854,4
7508,tt7129926,2
7509,tt6892206,3
7510,tt7218518,3
7511,tt5867800,3
7512,tt1131728,4
7513,tt2290828,7
7514,tt5981944,3
7515,tt7578566,6
7516,tt3281920,1
7517,tt5842890,6
7518,tt6346952,3
7519,tt6515470,1
7520,tt5912150,2
7521,tt7412572,4
7522,tt6314766,5
7523,tt5598160,7
7524,tt4417402,1
7525,tt6197484,1
7526,tt7592758,2
7527,tt7022404,2
7528,tt2401825,2
7529,tt6697582,3
7530,tt0318627,51
7531,tt5194504,6
7532,tt5764816,3
7533,tt6237966,2
7534,tt6872436,5
7535,tt6958030,3
7536,tt1366419,1
7537,tt5711672,1
7538,tt7756494,2
7539,tt7180544,4
7540,tt3244786,3
7541,tt6340090,3
7542,tt6532954,2
7543,tt5927420,2
7544,tt7517054,1
7545,tt6947528,1
7546,tt7711342,5
7547,tt5125414,2
7548,tt0098316,4
7549,tt5992114,1
7550,tt6503230,1
7551,tt5811808,1
7552,tt6803974,3
7553,tt5999530,8
7554,tt4134826,2
7555,tt7139246,5
7556,tt6126346,3
7557,tt6951594,1
7558,tt6610280,1
7559,tt7626042,2
7560,tt5473090,2
7561,tt6867650,1
7562,tt7454138,3
7563,tt7881954,2
7564,tt7175988,0
7565,tt7085164,2
7566,tt7668842,1
7567,tt7748226,1
7568,tt6814914,4
7569,tt7838228,1
7570,tt0087425,7
7571,tt6772418,1
7572,tt7625514,1
7573,tt7900134,1
7574,tt7187860,1
7575,tt6588966,2
7576,tt6917242,1
7577,tt7823036,1
7578,tt6727296,9
7579,tt6186232,1
7580,tt7748244,1
7581,tt0067933,4
7582,tt6286796,2
7583,tt5507934,3
7584,tt0905360,1
7585,tt5534434,4
7586,tt7066382,3
7587,tt1378274,0
7588,tt5784852,2
7589,tt0060371,4
7590,tt6892340,1
7591,tt6438030,4
7592,tt7589670,2
7593,tt0770751,2
7594,tt1441940,16
7595,tt5584796,6
7596,tt3847642,6
7597,tt0075938,3
7598,tt0114020,5
7599,tt6140580,2
7600,tt6173488,2
7601,tt0071885,3
7602,tt7625778,2
7603,tt6890582,3
7604,tt6685596,12
7605,tt0091954,13
7606,tt1492705,9
7607,tt7613398,2
7608,tt4423984,1
7609,tt2238758,1
7610,tt7205938,2
7611,tt6805366,1
7612,tt6577798,2
7613,tt6153538,2
7614,tt7862330,2
7615,tt6599742,2
7616,tt6260610,1
7617,tt6874542,3
7618,tt6764122,2
7619,tt7260048,2
7620,tt6858470,2
7621,tt6286668,4
7622,tt7483318,5
7623,tt6990770,2
7624,tt6486630,1
7625,tt2340946,2
7626,tt5476182,3
7627,tt6397426,2
7628,tt0083552,2
7629,tt7546486,1
7630,tt6109124,4
7631,tt6485776,2
7632,tt7705790,4
7633,tt2369473,1
7634,tt6449336,1
7635,tt7105944,2
7636,tt0285583,1
7637,tt7897324,1
7638,tt7797658,11
7639,tt7738594,6
7640,tt6258232,3
7641,tt0376105,22
7642,tt6797218,3
7643,tt7064498,5
7644,tt0037674,20
7645,tt8000314,1
7646,tt7628458,1
7647,tt6872330,1
7648,tt6955130,2
7649,tt5845758,2
7650,tt3674018,1
7651,tt7119170,1
7652,tt6777114,2
7653,tt6493222,1
7654,tt7581902,1
7655,tt2758890,9
7656,tt7790898,1
7657,tt7890942,1
7658,tt0093010,20
7659,tt6843812,2
7660,tt2154649,1
7661,tt6289006,1
7662,tt0104753,5
7663,tt6165466,2
7664,tt7531990,1
7665,tt7717990,1
7666,tt6053948,3
7667,tt4443922,1
7668,tt6385856,2
7669,tt4039842,0
7670,tt7953386,1
7671,tt7315798,1
7672,tt7773598,1
7673,tt7329858,4
7674,tt6917290,1
7675,tt6105880,18
7676,tt6494344,2
7677,tt8081062,1
7678,tt7076834,6
7679,tt7088344,1
7680,tt7763020,3
7681,tt0400761,5
7682,tt5629524,8
7683,tt6112534,1
7684,tt0000417,15
7685,tt2766104,2
7686,tt4378628,1
7687,tt7372728,1
7688,tt6075734,1
7689,tt6444838,4
7690,tt4552546,1
7691,tt6981702,3
7692,tt5592878,1
7693,tt6180770,2
7694,tt7042024,1
7695,tt6483356,1
7696,tt6215712,5
7697,tt5883020,4
7698,tt7863198,3
7699,tt7355718,2
7700,tt7041458,5
7701,tt6774092,1
7702,tt1087856,1
7703,tt7794040,7
7704,tt6102396,2
7705,tt3322420,4
7706,tt7489844,2
7707,tt7372318,1
7708,tt6650364,1
7709,tt7660966,1
7710,tt8024556,1
7711,tt7737502,3
7712,tt1333591,1
7713,tt4610378,1
7714,tt6400316,2
7715,tt6868684,1
7716,tt7313888,0
7717,tt7262780,1
7718,tt8092252,4
7719,tt6082608,2
7720,tt1298554,15
7721,tt0071381,2
7722,tt7336446,1
7723,tt6679058,2
7724,tt8050610,1
7725,tt8158828,2
7726,tt8119752,2
7727,tt8009522,1
7728,tt6962204,1
7729,tt4702346,3
7730,tt7994188,0
7731,tt5989394,2
7732,tt4682788,6
7733,tt6347150,1
7734,tt0330802,2
7735,tt7104578,2
7736,tt7756082,2
7737,tt6137166,1
7738,tt6982104,2
7739,tt6131126,1
7740,tt5933840,2
7741,tt8069256,1
7742,tt0107668,9
7743,tt6195094,8
7744,tt7156144,3
7745,tt5446444,2
7746,tt5509412,2
7747,tt7392244,3
7748,tt6264954,3
7749,tt7915806,0
7750,tt7406186,1
7751,tt6708044,2
7752,tt7385134,1
7753,tt7762982,1
7754,tt7730492,1
7755,tt0270569,1
7756,tt7956754,1
7757,tt6206834,1
7758,tt6763252,4
7759,tt7748432,1
7760,tt8053258,1
7761,tt3511928,1
7762,tt4791984,1
7763,tt7555552,1
7764,tt3711510,1
7765,tt7219324,4
7766,tt6214294,1
7767,tt0163456,1
7768,tt7509020,4
7769,tt6680730,3
7770,tt7852910,2
7771,tt7902704,2
7772,tt7690466,4
7773,tt7548378,5
7774,tt7002122,2
7775,tt0060959,16
7776,tt0067541,10
7777,tt6689734,4
7778,tt6597246,3
7779,tt7648416,1
7780,tt5990956,1
7781,tt0396592,5
7782,tt0331314,6
7783,tt0351977,22
7784,tt0385267,13
7785,tt0371246,14
7786,tt0204313,25
7787,tt1945228,10
7788,tt4560008,11
7789,tt1342403,6
7790,tt0317198,36
7791,tt0327554,26
7792,tt0365957,6
7793,tt0335245,33
7794,tt0346156,29
7795,tt0350028,20
7796,tt0067409,6
7797,tt0338013,43
7798,tt0346491,63
7799,tt0376541,35
7800,tt0330793,27
7801,tt0372588,16
7802,tt0337921,21
7803,tt0366174,20
7804,tt0359517,6
7805,tt0374102,22
7806,tt0361467,12
7807,tt0337697,15
7808,tt0333766,25
7809,tt0300051,23
7810,tt0315297,12
7811,tt0362270,32
7812,tt0327437,27
7813,tt0327679,18
7814,tt0318974,19
7815,tt0339412,5
7816,tt0329691,16
7817,tt0377062,26
7818,tt0361841,6
7819,tt0403703,8
7820,tt0111508,1
7821,tt0366551,26
7822,tt0323033,9
7823,tt0356150,17
7824,tt0332712,9
7825,tt0387575,23
7826,tt4731136,47
7827,tt0335559,8
7828,tt0360201,15
7829,tt4118606,16
7830,tt0337917,12
7831,tt0327247,21
7832,tt0241025,6
7833,tt2093991,19
7834,tt4181782,18
7835,tt0338325,11
7836,tt3522806,58
7837,tt0361925,6
7838,tt0335121,15
7839,tt0363282,10
7840,tt4334266,20
7841,tt0367085,6
7842,tt0326856,15
7843,tt0365748,40
7844,tt0375173,25
7845,tt0352277,5
7846,tt0324554,13
7847,tt4382824,17
7848,tt3739090,0
7849,tt0356721,12
7850,tt0349169,5
7851,tt0360139,12
7852,tt1800302,44
7853,tt3721954,18
7854,tt1522857,1
7855,tt0380277,3
7856,tt3567666,13
7857,tt0390521,10
7858,tt4303340,17
7859,tt4720702,11
7860,tt2387499,46
7861,tt0385004,27
7862,tt4538016,4
7863,tt4412528,11
7864,tt1230168,16
7865,tt0399877,6
7866,tt4106376,18
7867,tt3286560,20
7868,tt0361696,9
7869,tt0362269,9
7870,tt4572792,18
7871,tt0368975,4
7872,tt4578118,16
7873,tt0030643,18
7874,tt0270846,4
7875,tt4460854,2
7876,tt0361620,11
7877,tt0332375,12
7878,tt0324127,12
7879,tt1330018,10
7880,tt0345074,2
7881,tt4645330,27
7882,tt0340012,8
7883,tt0399901,1
7884,tt4645368,32
7885,tt0167456,10
7886,tt3262342,19
7887,tt4653272,4
7888,tt4652650,8
7889,tt0390221,5
7890,tt0315824,13
7891,tt0344510,27
7892,tt5734548,5
7893,tt4486986,14
7894,tt0363473,8
7895,tt0381681,25
7896,tt4258698,16
7897,tt0275491,26
7898,tt7420532,0
7899,tt2262315,8
7900,tt4677924,4
7901,tt4827986,19
7902,tt4680182,48
7903,tt4552524,9
7904,tt3622110,20
7905,tt0337876,10
7906,tt3717252,70
7907,tt4385888,31
7908,tt2417712,10
7909,tt0331953,9
7910,tt2597892,12
7911,tt0379557,13
7912,tt0379889,19
7913,tt0383694,7
7914,tt0372824,17
7915,tt3387266,22
7916,tt0451673,1
7917,tt3640424,61
7918,tt4193394,11
7919,tt0410454,2
7920,tt4778988,6
7921,tt0420332,5
7922,tt0375104,8
7923,tt2693580,6
7924,tt4144190,9
7925,tt1895315,25
7926,tt1781058,11
7927,tt3704700,11
7928,tt0310778,5
7929,tt4846232,25
7930,tt0389326,3
7931,tt3881784,20
7932,tt4824302,48
7933,tt4435082,6
7934,tt0369702,27
7935,tt0313300,6
7936,tt4899370,13
7937,tt0373283,13
7938,tt2170427,18
7939,tt0368913,3
7940,tt2872518,32
7941,tt4955566,2
7942,tt3608930,15
7943,tt0361862,30
7944,tt4986134,10
7945,tt2800050,2
7946,tt0359423,8
7947,tt4627352,9
7948,tt4225622,10
7949,tt1139592,20
7950,tt0345551,8
7951,tt0377091,7
7952,tt5569344,1
7953,tt0385779,2
7954,tt5157052,3
7955,tt0286112,25
7956,tt4656810,2
7957,tt0357054,9
7958,tt4714782,39
7959,tt4481414,33
7960,tt7052524,0
7961,tt2112096,19
7962,tt4557956,10
7963,tt5153236,15
7964,tt5066818,1
7965,tt4799066,15
7966,tt4255304,23
7967,tt1691916,24
7968,tt2277308,1
7969,tt1798603,40
7970,tt3784652,10
7971,tt4781612,26
7972,tt0058414,1
7973,tt3333870,7
7974,tt4581576,29
7975,tt5281700,6
7976,tt0044876,13
7977,tt5189894,7
7978,tt4104354,3
7979,tt1590193,49
7980,tt3967856,13
7981,tt5147214,14
7982,tt5115546,3
7983,tt0420723,1
7984,tt2720826,14
7985,tt3835080,26
7986,tt0330099,4
7987,tt3495026,12
7988,tt1290138,18
7989,tt0066491,15
7990,tt0103266,1
7991,tt1472584,17
7992,tt5162658,8
7993,tt0387596,6
7994,tt4647900,7
7995,tt5287852,3
7996,tt4836736,3
7997,tt3253232,1
7998,tt5310090,1
7999,tt5098128,3
8000,tt5042436,17
8001,tt5315110,2
8002,tt0373024,5
8003,tt0428609,2
8004,tt5253294,18
8005,tt5348236,18
8006,tt4428762,8
8007,tt5340516,8
8008,tt4949254,2
8009,tt5290620,1
8010,tt5335394,8
8011,tt5340534,1
8012,tt5154466,1
8013,tt5332522,4
8014,tt4809396,2
8015,tt4849176,3
8016,tt4778106,2
8017,tt0323807,13
8018,tt1251754,3
8019,tt5389922,5
8020,tt0118771,10
8021,tt4788722,1
8022,tt4926538,9
8023,tt4683366,2
8024,tt5579650,3
8025,tt5191238,1
8026,tt3726012,3
8027,tt5606336,2
8028,tt4651460,7
8029,tt4240406,4
8030,tt5544368,3
8031,tt4869974,1
8032,tt4463762,3
8033,tt3100274,19
8034,tt5515022,1
8035,tt4575782,2
8036,tt0345061,20
8037,tt3464290,3
8038,tt0408017,1
8039,tt5437194,3
8040,tt5725284,2
8041,tt5352802,2
8042,tt5328784,9
8043,tt5446858,7
8044,tt0444200,2
8045,tt5024766,1
8046,tt4901306,15
8047,tt5295358,1
8048,tt5295838,2
8049,tt5459644,5
8050,tt5431016,3
8051,tt5275844,2
8052,tt0388230,1
8053,tt0357585,4
8054,tt5525790,2
8055,tt0349416,6
8056,tt4076934,18
8057,tt5599016,1
8058,tt6423428,1
8059,tt0046004,7
8060,tt4222028,2
8061,tt5131914,4
8062,tt3777860,2
8063,tt3566718,3
8064,tt5436082,5
8065,tt4503096,1
8066,tt4568328,2
8067,tt5320892,6
8068,tt5202870,1
8069,tt5565152,2
8070,tt4419364,12
8071,tt5335128,8
8072,tt5535942,1
8073,tt4545630,13
8074,tt4300480,8
8075,tt5654282,1
8076,tt5356804,1
8077,tt5599702,1
8078,tt4936450,19
8079,tt5440700,10
8080,tt4085484,1
8081,tt5714554,4
8082,tt5492054,4
8083,tt5662556,3
8084,tt4118932,1
8085,tt2181824,3
8086,tt2474932,14
8087,tt0415872,4
8088,tt5617254,2
8089,tt3601350,2
8090,tt4864932,7
8091,tt5211044,1
8092,tt4647784,8
8093,tt0126787,2
8094,tt3082854,13
8095,tt5270366,2
8096,tt0198386,7
8097,tt2381213,5
8098,tt5649856,1
8099,tt5649762,1
8100,tt5599818,1
8101,tt5660320,1
8102,tt5275838,3
8103,tt5350584,1
8104,tt5457772,6
8105,tt4960242,8
8106,tt5190872,1
8107,tt5684550,3
8108,tt4213806,7
8109,tt3551042,2
8110,tt5522416,1
8111,tt5180284,1
8112,tt4273326,1
8113,tt5230166,2
8114,tt5198944,3
8115,tt3037164,7
8116,tt0134633,6
8117,tt0022100,20
8118,tt5106182,1
8119,tt6012792,3
8120,tt5673792,9
8121,tt0047445,6
8122,tt5021712,1
8123,tt3721462,1
8124,tt0339419,3
8125,tt4370784,15
8126,tt5278506,5
8127,tt5122374,17
8128,tt5376232,5
8129,tt5450570,4
8130,tt5518022,3
8131,tt5599906,1
8132,tt4840098,2
8133,tt5278868,2
8134,tt4919484,7
8135,tt3655972,11
8136,tt4922692,11
8137,tt4480494,3
8138,tt4508542,3
8139,tt4768926,3
8140,tt0354806,2
8141,tt0095489,28
8142,tt4698584,19
8143,tt5278464,3
8144,tt5120640,3
8145,tt5439426,1
8146,tt0108238,23
8147,tt4779026,5
8148,tt4699388,25
8149,tt5538800,3
8150,tt4017052,1
8151,tt2667380,18
8152,tt5957018,2
8153,tt4326444,28
8154,tt3468352,3
8155,tt4213832,1
8156,tt4626160,1
8157,tt5671310,1
8158,tt5671264,1
8159,tt0758742,12
8160,tt5595240,1
8161,tt2898306,2
8162,tt4526922,1
8163,tt4621872,24
8164,tt5223624,1
8165,tt3958780,8
8166,tt5016028,2
8167,tt4777584,11
8168,tt3810760,3
8169,tt5033224,1
8170,tt4555674,3
8171,tt5563932,5
8172,tt3923388,10
8173,tt0363129,1
8174,tt5756242,7
8175,tt5457722,3
8176,tt5534122,2
8177,tt0046547,2
8178,tt5914618,2
8179,tt0082927,3
8180,tt5134588,2
8181,tt5074552,1
8182,tt5674686,2
8183,tt5721654,3
8184,tt4637050,2
8185,tt4589186,11
8186,tt6447550,1
8187,tt3741632,13
8188,tt4738360,19
8189,tt5275828,7
8190,tt4983736,7
8191,tt5477402,5
8192,tt6213996,1
8193,tt4559046,5
8194,tt5115024,17
8195,tt5718290,1
8196,tt4814290,3
8197,tt0083233,1
8198,tt8128672,1
8199,tt0385752,54
8200,tt3716530,28
8201,tt0070034,48
8202,tt5663624,2
8203,tt3903852,12
8204,tt3105662,2
8205,tt5536398,4
8206,tt5087310,0
8207,tt5477194,4
8208,tt5341052,2
8209,tt5774904,3
8210,tt5756058,1
8211,tt4631532,8
8212,tt4176928,4
8213,tt4322714,1
8214,tt3551954,7
8215,tt5615222,1
8216,tt5610172,2
8217,tt5768558,1
8218,tt3477172,0
8219,tt5684466,2
8220,tt4857878,1
8221,tt4228810,10
8222,tt0085333,21
8223,tt0374639,1
8224,tt4632316,5
8225,tt0377309,18
8226,tt5920348,3
8227,tt5803868,2
8228,tt5777584,1
8229,tt5598206,3
8230,tt3352034,3
8231,tt2911342,15
8232,tt4434004,3
8233,tt4687276,5
8234,tt3809478,5
8235,tt0067900,14
8236,tt0093660,5
8237,tt5829116,1
8238,tt5526660,6
8239,tt6324764,2
8240,tt4120176,18
8241,tt5595168,17
8242,tt0299863,1
8243,tt5869634,3
8244,tt3652526,14
8245,tt5068628,1
8246,tt5814958,9
8247,tt5612148,3
8248,tt5458088,6
8249,tt6023790,1
8250,tt5462400,8
8251,tt4438844,1
8252,tt5275866,1
8253,tt4832640,8
8254,tt4129870,5
8255,tt4911996,4
8256,tt0119258,4
8257,tt3172126,3
8258,tt3731176,1
8259,tt4169250,9
8260,tt5465370,4
8261,tt3882074,6
8262,tt4573516,14
8263,tt2186715,13
8264,tt4978274,4
8265,tt5278932,2
8266,tt0323939,10
8267,tt5254640,4
8268,tt2675914,22
8269,tt5278462,2
8270,tt4485246,2
8271,tt3319844,2
8272,tt4795124,18
8273,tt4940456,4
8274,tt4726636,20
8275,tt4365518,4
8276,tt4372736,2
8277,tt3908142,7
8278,tt0038574,8
8279,tt4741466,4
8280,tt1847672,2
8281,tt4211044,2
8282,tt5760484,1
8283,tt4779036,2
8284,tt4938484,4
8285,tt5258306,3
8286,tt5186714,28
8287,tt5187548,3
8288,tt1956518,0
8289,tt0198603,1
8290,tt5298558,1
8291,tt3339534,2
8292,tt3995766,2
8293,tt4065212,8
8294,tt5337758,3
8295,tt5117222,4
8296,tt4642386,4
8297,tt5243796,3
8298,tt5259966,2
8299,tt4572820,5
8300,tt0363095,1
8301,tt5777992,2
8302,tt4381236,8
8303,tt5116410,4
8304,tt3689910,8
8305,tt5753212,1
8306,tt5452964,7
8307,tt1920885,8
8308,tt6447952,1
8309,tt2931140,6
8310,tt0088727,7
8311,tt5706568,3
8312,tt5713232,3
8313,tt4244162,7
8314,tt0343135,26
8315,tt0337563,29
8316,tt2072233,26
8317,tt4809458,2
8318,tt3666024,27
8319,tt0367479,23
8320,tt4629266,13
8321,tt4469850,2
8322,tt0358349,12
8323,tt4048272,19
8324,tt4176556,5
8325,tt5562066,1
8326,tt6033150,8
8327,tt5882704,4
8328,tt0086022,13
8329,tt4862478,8
8330,tt4675030,3
8331,tt4794754,3
8332,tt2671706,28
8333,tt0312329,4
8334,tt2932536,30
8335,tt3914332,6
8336,tt3517044,6
8337,tt5481184,24
8338,tt4902904,4
8339,tt5860564,4
8340,tt5038358,10
8341,tt0023871,2
8342,tt5096628,7
8343,tt5071886,16
8344,tt2488254,2
8345,tt6420776,8
8346,tt5755634,2
8347,tt5026484,1
8348,tt3913244,6
8349,tt3221544,2
8350,tt5061162,7
8351,tt4273292,11
8352,tt3234084,2
8353,tt2923088,10
8354,tt4079902,1
8355,tt5827496,3
8356,tt3679060,3
8357,tt5929890,2
8358,tt5294966,18
8359,tt3300932,4
8360,tt4835086,5
8361,tt5775302,2
8362,tt1273219,2
8363,tt4947738,2
8364,tt4923200,3
8365,tt3165612,22
8366,tt3384350,15
8367,tt5915304,3
8368,tt5354664,6
8369,tt4265508,6
8370,tt4110400,7
8371,tt5774012,8
8372,tt3842614,3
8373,tt5375324,2
8374,tt4262980,24
8375,tt5165344,8
8376,tt3859980,9
8377,tt0167260,107
8378,tt5097070,7
8379,tt5953594,5
8380,tt0119738,21
8381,tt6150988,2
8382,tt5459730,2
8383,tt5495270,3
8384,tt0143334,2
8385,tt6122194,1
8386,tt5182856,7
8387,tt5777808,1
8388,tt4196832,2
8389,tt2461520,11
8390,tt4494094,2
8391,tt3489996,2
8392,tt5931144,1
8393,tt5912454,3
8394,tt5896962,8
8395,tt6091936,4
8396,tt5842624,6
8397,tt5874548,3
8398,tt4960594,3
8399,tt1547244,0
8400,tt0102744,21
8401,tt3592904,5
8402,tt3976144,17
8403,tt4926822,5
8404,tt5133308,8
8405,tt5375040,7
8406,tt5434870,2
8407,tt1714917,7
8408,tt5226330,2
8409,tt0128137,3
8410,tt1520323,1
8411,tt3652964,2
8412,tt5632302,5
8413,tt5958304,9
8414,tt5226436,4
8415,tt5235880,6
8416,tt5040624,5
8417,tt5271442,2
8418,tt4685270,2
8419,tt5425264,7
8420,tt0317352,1
8421,tt5851492,1
8422,tt4011010,5
8423,tt4497338,5
8424,tt0274201,1
8425,tt2538222,5
8426,tt0332458,2
8427,tt3480158,8
8428,tt4621630,6
8429,tt4554186,1
8430,tt3137630,2
8431,tt1227183,4
8432,tt6419748,1
8433,tt0056052,2
8434,tt5502946,17
8435,tt1440741,5
8436,tt4054654,17
8437,tt5743858,1
8438,tt7034918,2
8439,tt1977755,4
8440,tt5016946,5
8441,tt4196848,9
8442,tt4161564,5
8443,tt2936884,12
8444,tt5129682,7
8445,tt3955894,8
8446,tt5278578,3
8447,tt5221584,13
8448,tt5487524,5
8449,tt5470222,7
8450,tt5591458,1
8451,tt4747848,2
8452,tt5971724,2
8453,tt2321405,26
8454,tt4806012,9
8455,tt5378224,2
8456,tt3215826,8
8457,tt4559006,4
8458,tt4687848,18
8459,tt6449114,1
8460,tt5722234,2
8461,tt5372466,5
8462,tt5943306,2
8463,tt5960464,3
8464,tt3330764,7
8465,tt5278592,3
8466,tt5193784,3
8467,tt5078354,10
8468,tt0778867,1
8469,tt5029608,31
8470,tt6029122,2
8471,tt4195278,1
8472,tt5143704,3
8473,tt4954522,19
8474,tt0094625,45
8475,tt4670016,6
8476,tt4704422,4
8477,tt4731504,4
8478,tt4547514,4
8479,tt4378066,7
8480,tt3584954,2
8481,tt5535814,3
8482,tt5777628,2
8483,tt3865238,5
8484,tt4197642,5
8485,tt5926848,1
8486,tt5333612,1
8487,tt4914580,20
8488,tt5973508,3
8489,tt5571734,3
8490,tt1029097,2
8491,tt5197544,4
8492,tt5991206,8
8493,tt5918090,14
8494,tt1961175,46
8495,tt4601102,14
8496,tt6044910,11
8497,tt5019884,2
8498,tt5923806,5
8499,tt5259134,1
8500,tt5937296,4
8501,tt5146068,4
8502,tt1183374,18
8503,tt4680568,4
8504,tt4971382,1
8505,tt4771896,10
8506,tt2338774,2
8507,tt1661275,25
8508,tt5533990,2
8509,tt2392830,19
8510,tt6167646,1
8511,tt4229298,8
8512,tt5096536,17
8513,tt1363127,3
8514,tt5755912,4
8515,tt0039174,1
8516,tt5535726,1
8517,tt4819510,2
8518,tt2504580,5
8519,tt5959700,9
8520,tt5973626,9
8521,tt4862468,6
8522,tt2597768,16
8523,tt3993350,2
8524,tt0270393,3
8525,tt5142750,4
8526,tt4714568,7
8527,tt5341446,3
8528,tt5951704,1
8529,tt5820812,3
8530,tt5432114,4
8531,tt0335345,22
8532,tt3467914,4
8533,tt4420704,16
8534,tt5985820,1
8535,tt6029366,1
8536,tt3847656,3
8537,tt4650414,5
8538,tt5784568,3
8539,tt4866320,1
8540,tt1010409,2
8541,tt5347158,1
8542,tt5974460,5
8543,tt4741774,6
8544,tt5226512,3
8545,tt5163286,2
8546,tt5028822,1
8547,tt6056644,1
8548,tt6087086,2
8549,tt6419434,1
8550,tt4969044,4
8551,tt5789664,3
8552,tt5929796,3
8553,tt6146080,1
8554,tt5247720,2
8555,tt5213534,8
8556,tt6048828,1
8557,tt1713440,10
8558,tt6079160,1
8559,tt5142216,1
8560,tt0068178,4
8561,tt4547056,38
8562,tt6117130,1
8563,tt5548032,6
8564,tt5333518,1
8565,tt5918028,7
8566,tt0418832,14
8567,tt6450178,1
8568,tt6040012,1
8569,tt4679210,6
8570,tt4159698,1
8571,tt3522734,1
8572,tt5425144,4
8573,tt3319730,9
8574,tt5282006,10
8575,tt5231812,10
8576,tt3827684,4
8577,tt2494376,11
8578,tt5493706,7
8579,tt5988898,1
8580,tt4947710,4
8581,tt5259496,2
8582,tt2355695,1
8583,tt3282712,1
8584,tt5168192,26
8585,tt0095652,12
8586,tt1967614,6
8587,tt5952332,4
8588,tt6076366,5
8589,tt0781085,1
8590,tt5644478,1
8591,tt5900208,4
8592,tt6100110,2
8593,tt6175078,5
8594,tt3560148,5
8595,tt0266543,89
8596,tt6126294,6
8597,tt0313965,1
8598,tt0396042,8
8599,tt4929038,5
8600,tt4829436,2
8601,tt5298180,4
8602,tt5031998,2
8603,tt3177086,1
8604,tt5528996,2
8605,tt4632440,16
8606,tt6082222,1
8607,tt6133048,1
8608,tt6098134,1
8609,tt3708886,22
8610,tt5255284,1
8611,tt6239130,3
8612,tt5460986,2
8613,tt5797094,1
8614,tt5436158,4
8615,tt4757160,1
8616,tt5537614,2
8617,tt5186860,3
8618,tt0758751,2
8619,tt5096600,2
8620,tt4557512,4
8621,tt5628012,2
8622,tt0113957,36
8623,tt5804038,12
8624,tt0097770,31
8625,tt5934126,1
8626,tt6401072,1
8627,tt6085308,3
8628,tt4482938,2
8629,tt4291700,3
8630,tt5220590,2
8631,tt5245062,1
8632,tt5816076,2
8633,tt5176632,1
8634,tt0080120,36
8635,tt4857596,10
8636,tt5282462,1
8637,tt5529120,4
8638,tt4874206,11
8639,tt6146394,1
8640,tt2535654,2
8641,tt5458448,3
8642,tt6003734,2
8643,tt6126312,2
8644,tt5278930,4
8645,tt4771160,1
8646,tt5770430,34
8647,tt4746484,14
8648,tt4765240,1
8649,tt6163356,3
8650,tt5980232,3
8651,tt5314450,1
8652,tt3322892,7
8653,tt0037638,6
8654,tt5618870,3
8655,tt6167014,2
8656,tt5934922,1
8657,tt5488854,5
8658,tt6130166,1
8659,tt3445580,9
8660,tt5946128,6
8661,tt5108476,2
8662,tt6082818,1
8663,tt5247192,2
8664,tt4630550,17
8665,tt4072326,7
8666,tt5952266,2
8667,tt6680116,1
8668,tt0179861,3
8669,tt5597946,13
8670,tt4034208,5
8671,tt4671772,1
8672,tt5084196,4
8673,tt4911876,2
8674,tt6088634,4
8675,tt1480285,12
8676,tt4633662,2
8677,tt3771536,13
8678,tt5029602,9
8679,tt5251328,12
8680,tt5556784,2
