num,imdb_id,number_of _posters
2558,tt0122642,1
2559,tt0963194,7
2560,tt0332285,4
2561,tt0923600,3
2562,tt0325055,4
2563,tt1049405,12
2564,tt0459605,1
2565,tt1274295,6
2566,tt0964539,14
2567,tt0256408,4
2568,tt0116909,1
2569,tt0119791,13
2570,tt0805570,20
2571,tt2171902,2
2572,tt0299117,7
2573,tt0758786,7
2574,tt0017925,19
2575,tt0475937,9
2576,tt1050739,3
2577,tt0479468,2
2578,tt0480669,12
2579,tt0196106,5
2580,tt1145144,7
2581,tt0488414,5
2582,tt0976247,8
2583,tt0275560,2
2584,tt0893346,4
2585,tt0080653,1
2586,tt0265148,3
2587,tt0986264,8
2588,tt0367110,5
2589,tt0944101,4
2590,tt0387412,4
2591,tt0811136,2
2592,tt0398842,11
2593,tt0251739,1
2594,tt0436364,6
2595,tt0780516,18
2596,tt0903131,1
2597,tt1331064,4
2598,tt0462485,8
2599,tt0426931,28
2600,tt1246587,2
2601,tt0479528,11
2602,tt0259207,1
2603,tt0385878,1
2604,tt0387059,7
2605,tt0300015,5
2606,tt0372279,3
2607,tt1555149,21
2608,tt0120788,9
2609,tt0377038,2
2610,tt0469690,1
2611,tt0118894,3
2612,tt0449018,3
2613,tt5310412,1
2614,tt2385764,1
2615,tt1020530,20
2616,tt0169145,2
2617,tt0479162,2
2618,tt0332639,4
2619,tt1132620,52
2620,tt0244316,8
2621,tt0962736,22
2622,tt0954990,9
2623,tt3397160,9
2624,tt0120793,4
2625,tt0785035,23
2626,tt0871510,4
2627,tt0094035,7
2628,tt0204640,3
2629,tt0783532,7
2630,tt0337930,4
2631,tt0115669,4
2632,tt0494834,11
2633,tt0240402,8
2634,tt1097643,6
2635,tt0488604,13
2636,tt0116295,4
2637,tt0961108,10
2638,tt0120865,1
2639,tt0119512,3
2640,tt0901487,23
2641,tt0990413,8
2642,tt2093977,12
2643,tt0286516,4
2644,tt1326972,19
2645,tt0213890,6
2646,tt0995031,4
2647,tt1095423,5
2648,tt1650056,5
2649,tt1063669,25
2650,tt0465188,8
2651,tt0807758,2
2652,tt5225338,8
2653,tt0993789,13
2654,tt0443649,55
2655,tt0220100,4
2656,tt0373788,2
2657,tt0478087,37
2658,tt0269499,6
2659,tt0988595,26
2660,tt0800308,19
2661,tt1190617,6
2662,tt0211492,6
2663,tt0245891,2
2664,tt0158539,2
2665,tt0197096,4
2666,tt0478197,5
2667,tt0347246,19
2668,tt0294662,2
2669,tt0870195,2
2670,tt0080030,1
2671,tt0795441,7
2672,tt0413300,57
2673,tt0233687,2
2674,tt0413267,64
2675,tt0418279,60
2676,tt1039995,5
2677,tt1063628,1
2678,tt0120275,4
2679,tt0449088,82
2680,tt0373889,72
2681,tt0281680,1
2682,tt0461703,13
2683,tt0376890,2
2684,tt0255321,2
2685,tt0202641,2
2686,tt0208990,12
2687,tt0480249,65
2688,tt0291579,9
2689,tt0440963,72
2690,tt0288441,19
2691,tt0490210,5
2692,tt0952640,53
2693,tt0272020,25
2694,tt0340380,2
2695,tt0250202,4
2696,tt0115005,2
2697,tt0460792,8
2698,tt0120118,3
2699,tt0382932,71
2700,tt0283897,5
2701,tt0455957,36
2702,tt0462538,50
2703,tt0275277,13
2704,tt0076451,23
2705,tt0238015,1
2706,tt0486946,27
2707,tt0795493,43
2708,tt0120692,5
2709,tt0337578,4
2710,tt0772157,7
2711,tt0478311,41
2712,tt0467406,20
2713,tt1229360,6
2714,tt1093824,6
2715,tt0293564,48
2716,tt2236998,1
2717,tt1082853,14
2718,tt0325123,2
2719,tt0448206,3
2720,tt0443456,9
2721,tt0125128,2
2722,tt0337978,75
2723,tt0369053,5
2724,tt1091229,4
2725,tt0311519,10
2726,tt0386669,9
2727,tt0458072,1
2728,tt0486576,42
2729,tt0250081,5
2730,tt0116481,2
2731,tt0242994,2
2732,tt0084058,3
2733,tt0486358,3
2734,tt0174204,1
2735,tt0758784,2
2736,tt0461770,46
2737,tt0829482,36
2738,tt0381690,9
2739,tt0332658,6
2740,tt1305796,2
2741,tt1032821,2
2742,tt0433116,2
2743,tt0762107,26
2744,tt0758053,5
2745,tt0119901,4
2746,tt0379298,1
2747,tt0116293,9
2748,tt0427327,14
2749,tt0445934,17
2750,tt0496806,63
2751,tt0098063,12
2752,tt1043451,4
2753,tt0112651,2
2754,tt0259324,40
2755,tt0413099,41
2756,tt1091225,1
2757,tt0825232,37
2758,tt0492956,20
2759,tt0203632,7
2760,tt0120521,2
2761,tt1095442,4
2762,tt0398808,26
2763,tt0442933,45
2764,tt0486822,37
2765,tt0477348,77
2766,tt0109949,3
2767,tt0363226,25
2768,tt0856008,5
2769,tt0948535,8
2770,tt0460829,16
2771,tt0119107,2
2772,tt0887259,1
2773,tt0115886,6
2774,tt0943512,4
2775,tt0387914,5
2776,tt0472062,26
2777,tt0110963,9
2778,tt0169102,9
2779,tt0418362,2
2780,tt0890870,29
2781,tt0411195,9
2782,tt0775539,12
2783,tt0453467,30
2784,tt0065889,14
2785,tt0990376,2
2786,tt0436095,4
2787,tt0058946,24
2788,tt0429177,7
2789,tt0059893,2
2790,tt0423294,44
2791,tt0295238,1
2792,tt0417658,6
2793,tt0437407,1
2794,tt0204700,8
2795,tt0245837,2
2796,tt0112313,3
2797,tt0077651,56
2798,tt1124039,17
2799,tt0128376,1
2800,tt0906108,7
2801,tt0116754,3
2802,tt0805184,3
2803,tt0437526,5
2804,tt0119125,5
2805,tt1114277,1
2806,tt0093744,5
2807,tt0431308,31
2808,tt0207363,2
2809,tt0368658,5
2810,tt0213121,6
2811,tt0246677,8
2812,tt0280491,8
2813,tt0119467,2
2814,tt0783233,35
2815,tt0265208,37
2816,tt0160644,7
2817,tt1313104,11
2818,tt0289635,10
2819,tt0432021,47
2820,tt0278102,1
2821,tt0928406,4
2822,tt1127877,6
2823,tt0256009,27
2824,tt0323013,2
2825,tt0460810,8
2826,tt0338706,7
2827,tt0206917,10
2828,tt0347791,5
2829,tt0176422,2
2830,tt0937375,4
2831,tt0384814,5
2832,tt0880502,14
2833,tt0119657,1
2835,tt1048171,6
2836,tt0455475,4
2837,tt0189630,4
2838,tt0283883,4
2839,tt0174268,8
2840,tt0022873,3
2841,tt0308878,6
2842,tt0298131,3
2843,tt0183869,14
2844,tt0428518,2
2845,tt0308514,2
2846,tt0120238,5
2847,tt0243255,9
2848,tt0115738,2
2849,tt0080437,25
2850,tt0210717,3
2851,tt0840322,5
2852,tt0213524,2
2853,tt0465538,25
2854,tt0318068,1
2855,tt0477078,4
2856,tt0477071,24
2857,tt1202539,2
2858,tt0364961,9
2859,tt0431197,48
2860,tt0219822,4
2861,tt0249371,6
2862,tt1182972,7
2863,tt0259072,4
2864,tt0172627,6
2865,tt0119527,6
2866,tt0370986,16
2867,tt0822854,33
2868,tt0833476,2
2869,tt0762114,20
2870,tt0208196,5
2871,tt0459880,7
2872,tt0481141,19
2873,tt0117050,2
2874,tt0489049,14
2875,tt0246765,1
2876,tt0142634,3
2877,tt0254481,4
2878,tt0426578,12
2879,tt0976026,1
2880,tt0451833,4
2881,tt0490084,24
2882,tt0985636,4
2883,tt0923752,8
2884,tt0758730,43
2885,tt0760329,30
2886,tt0122082,2
2887,tt0469494,50
2888,tt0389828,2
2889,tt0799949,28
2890,tt0366996,3
2891,tt0245046,6
2892,tt0160338,3
2893,tt0303010,4
2894,tt1178640,6
2895,tt0291032,4
2896,tt4323536,3
2897,tt0465494,35
2898,tt0094987,2
2899,tt0486655,30
2900,tt0119248,6
2901,tt0443431,4
2902,tt0110305,2
2903,tt0456396,6
2904,tt0017136,41
2905,tt0304229,5
2906,tt0299478,3
2907,tt0248617,2
2908,tt0172632,2
2909,tt0386423,3
2910,tt0463998,14
2911,tt0212380,12
2912,tt0475394,29
2913,tt0120899,2
2914,tt0425430,18
2915,tt0216787,7
2916,tt0079075,5
2917,tt0765451,3
2918,tt0228786,26
2919,tt1277737,7
2920,tt0124102,2
2921,tt0481369,26
2922,tt0292542,10
2923,tt0452625,25
2924,tt0490234,4
2925,tt0453451,33
2926,tt0443706,59
2927,tt0206963,3
2928,tt3722070,24
2929,tt0073580,18
2930,tt0119324,3
2931,tt0427309,15
2932,tt0407263,1
2933,tt0236216,5
2934,tt0961066,6
2935,tt0498399,26
2936,tt0119910,3
2937,tt0424129,3
2938,tt0367959,33
2939,tt1381407,2
2940,tt0473367,9
2941,tt5034474,30
2942,tt0884328,33
2943,tt0041959,49
2944,tt0388395,2
2945,tt0120197,1
2946,tt0479500,9
2947,tt1294688,21
2948,tt0444682,36
2949,tt0250690,1
2950,tt0276816,18
2951,tt0209189,4
2952,tt0347332,4
2953,tt4000670,2
2954,tt0462322,9
2955,tt1139800,3
2956,tt0138681,1
2957,tt0386032,9
2958,tt4419500,1
2959,tt0986273,0
2960,tt0116930,3
2961,tt0373389,1
2962,tt0091223,38
2963,tt0445922,15
2964,tt1172963,6
2965,tt0425112,48
2966,tt0360225,0
2967,tt0104835,1
2968,tt0343168,4
2969,tt0374277,4
2970,tt4154756,145
2971,tt0245115,2
2972,tt0256103,7
2973,tt0827517,4
2974,tt1152397,3
2975,tt0362004,6
2976,tt1153111,3
2977,tt0450450,4
2978,tt1124388,3
2979,tt0800069,16
2980,tt0499554,9
2981,tt0364517,17
2982,tt0049833,39
2983,tt0364343,11
2984,tt1092095,1
2985,tt0160513,3
2986,tt0293116,6
2987,tt0452623,31
2988,tt0352343,8
2989,tt0483756,6
2990,tt0490204,17
2991,tt0408961,5
2992,tt0285879,3
2993,tt0212826,5
2994,tt0234137,3
2995,tt0211934,2
2996,tt0473308,14
2997,tt0955306,2
2998,tt0920473,7
2999,tt0351817,9
3000,tt0057345,25
3001,tt0250809,1
3002,tt0113774,4
3003,tt1149405,2
3004,tt0853096,5
3005,tt0791304,14
3006,tt0473488,17
3007,tt0326306,2
3008,tt0321781,3
3009,tt0119392,1
3010,tt0416508,25
3011,tt0252480,12
3012,tt0758758,27
3013,tt0964185,9
3014,tt0119746,3
3015,tt0248169,1
3016,tt0309372,5
3017,tt0133363,9
3018,tt0212815,3
3019,tt0841046,18
3020,tt0120366,5
3021,tt0168794,3
3022,tt7086072,0
3023,tt0498353,30
3024,tt0116308,5
3025,tt0275719,4
3026,tt0765443,38
3027,tt0455760,24
3028,tt0487195,6
3029,tt1182908,1
3030,tt0842929,8
3031,tt0083248,3
3032,tt0986213,1
3033,tt0141986,1
3034,tt4474302,2
3035,tt0155722,4
3036,tt0215850,2
3037,tt0414055,25
3038,tt0128133,3
3039,tt1105733,2
3040,tt0118762,1
3041,tt0120087,4
3042,tt0363472,2
3043,tt4383594,55
3044,tt1104083,9
3045,tt0149151,4
3046,tt0134033,7
3047,tt0303830,4
3048,tt1060249,1
3049,tt0419887,17
3050,tt0174330,6
3051,tt0168856,14
3052,tt0048021,24
3053,tt1130988,9
3054,tt0180793,2
3055,tt0427392,32
3056,tt0181618,2
3057,tt0189142,3
3058,tt1029137,2
3059,tt0116783,5
3060,tt0457303,1
3061,tt0891527,18
3062,tt0211933,25
3063,tt0225515,2
3064,tt0830199,2
3065,tt0826711,6
3066,tt0409904,30
3067,tt0119586,3
3068,tt0787475,11
3069,tt0995752,1
3070,tt0224578,3
3072,tt0403217,6
3073,tt0433416,5
3074,tt0095953,42
3075,tt5859238,4
3076,tt0159696,2
3077,tt0462244,14
3078,tt0991346,6
3079,tt0196708,8
3080,tt0313443,21
3081,tt0253840,2
3082,tt0475998,8
3083,tt0274407,1
3084,tt0327920,1
3085,tt0312841,5
3086,tt0478166,1
3087,tt0770772,15
3088,tt0765447,9
3089,tt0232083,4
3090,tt0412796,3
3091,tt0273108,3
3092,tt0815244,10
3093,tt0138563,4
3094,tt1233334,5
3095,tt0377800,7
3096,tt0446784,3
3097,tt1320304,24
3098,tt0347048,12
3099,tt0405094,31
3100,tt5610554,7
3101,tt0419843,15
3102,tt0429068,2
3103,tt0392908,1
3104,tt0469263,14
3105,tt0119743,2
3106,tt0200087,2
3107,tt0123221,4
3108,tt1135092,12
3109,tt0151150,2
3110,tt0954008,4
3111,tt0489682,6
3112,tt0372873,12
3113,tt0280490,9
3114,tt0363780,12
3115,tt0870105,1
3116,tt0212827,1
3117,tt0079915,4
3118,tt0450188,26
3119,tt0479537,18
3120,tt0120408,9
3121,tt0154443,8
3122,tt0249380,14
3123,tt0804522,19
3124,tt0390123,1
3125,tt0335563,11
3126,tt0048127,15
3127,tt0162023,6
3128,tt0254199,7
3129,tt0804461,19
3130,tt0907657,17
3131,tt0901485,9
3132,tt0439707,1
3133,tt0120357,4
3134,tt1185437,2
3135,tt0803057,13
3136,tt0250415,2
3137,tt0462200,22
3138,tt0418038,3
3139,tt0317842,3
3140,tt0126344,1
3141,tt0374923,0
3142,tt0468834,1
3143,tt0076263,2
3144,tt0192766,1
3145,tt0829459,15
3146,tt0039383,4
3147,tt0462229,9
3148,tt0056210,2
3149,tt0282771,1
3150,tt0338097,11
3151,tt0403893,1
3152,tt0482463,6
3153,tt0832903,3
3154,tt1334537,5
3155,tt0376717,4
3156,tt0368711,1
3157,tt0415965,16
3158,tt0462338,9
3159,tt0119062,10
3160,tt0412922,10
3161,tt0386342,9
3162,tt0963208,3
3163,tt0044574,1
3164,tt0265713,2
3165,tt0464141,32
3166,tt0470705,17
3167,tt0168515,1
3168,tt0423310,2
3169,tt0478134,30
3170,tt0432264,4
3171,tt0138487,5
3172,tt0775529,16
3173,tt0126651,2
3174,tt0401383,12
3175,tt0123385,2
3176,tt0414387,27
3177,tt0311320,3
3178,tt0391225,1
3179,tt0293342,2
3180,tt0805564,12
3181,tt0348505,3
3182,tt0248912,4
3183,tt0387032,1
3184,tt0119453,2
3185,tt0462396,25
3186,tt2237324,3
3187,tt0053228,4
3188,tt0787523,14
3189,tt0151582,6
3190,tt0396857,8
3191,tt0250478,15
3192,tt0125659,17
3193,tt0190798,8
3194,tt0339147,8
3195,tt0338216,12
3196,tt0250774,1
3197,tt0367790,3
3198,tt0384533,7
3199,tt0228242,4
3200,tt0299981,14
3201,tt0265212,1
3202,tt0319531,6
3203,tt0375735,5
3204,tt0031829,1
3205,tt0785077,2
3206,tt0444781,1
3207,tt0886539,1
3208,tt0462504,24
3209,tt0484740,15
3210,tt2008006,12
3211,tt0976060,9
3212,tt0323872,5
3213,tt0808417,12
3214,tt0118843,18
3215,tt0206187,2
3216,tt0967945,7
3217,tt0204709,6
3218,tt0389557,47
3219,tt0151691,4
3220,tt0385002,22
3221,tt0330217,1
3222,tt0336264,2
3223,tt0260332,3
3224,tt0301976,10
3225,tt0157183,3
3226,tt0372763,1
3227,tt0119577,4
3228,tt0857265,22
3229,tt0384929,3
3230,tt6490394,2
3231,tt0113223,2
3232,tt0415908,3
3233,tt0120490,6
3234,tt0220627,6
3235,tt0449389,1
3236,tt1043749,2
3237,tt0368794,14
3238,tt1191138,3
3239,tt0268040,1
3240,tt0464160,2
3241,tt0436231,3
3242,tt0164212,16
3243,tt0443680,33
3244,tt0040522,50
3245,tt3106846,9
3246,tt0488906,5
3247,tt0119802,3
3248,tt0374345,10
3249,tt0119038,19
3250,tt0382383,5
3251,tt0211286,1
3252,tt0276276,1
3253,tt0775076,3
3254,tt0239234,6
3255,tt0288330,4
3256,tt1458169,36
3257,tt0127349,3
3258,tt0468094,6
3259,tt0409184,14
3260,tt0242795,6
3261,tt0364385,16
3262,tt0397044,19
3263,tt0167926,5
3264,tt0444608,1
3265,tt0244504,5
3266,tt0420304,1
3267,tt0482629,8
3268,tt0469623,18
3269,tt0416185,13
3270,tt0322023,3
3271,tt0365938,2
3272,tt0256359,2
3273,tt0760310,1
3274,tt6683070,1
3275,tt0118015,3
3276,tt0120522,3
3277,tt0328589,15
3278,tt0441007,4
3279,tt0128239,6
3280,tt0381006,1
3281,tt0796375,9
3282,tt1092005,4
3283,tt0214730,4
3284,tt0912583,5
3285,tt0330843,2
3286,tt0120265,12
3287,tt0342150,5
3288,tt0119815,2
3289,tt0154591,1
3290,tt1706700,1
3291,tt1151309,7
3292,tt0406977,3
3293,tt1164997,0
3294,tt0870090,10
3295,tt0493459,4
3296,tt0460989,17
3297,tt0315431,3
3298,tt0326835,8
3299,tt0120510,4
3300,tt0265591,4
3301,tt0381505,8
3302,tt1740047,5
3303,tt0348656,3
3304,tt0313670,9
3305,tt0912593,2
3306,tt0119665,2
3307,tt0376196,9
3308,tt0464913,14
3309,tt0382561,1
3310,tt0758738,1
3311,tt0220580,14
3312,tt0770214,3
3313,tt0245238,21
3314,tt0261066,1
3315,tt0371939,3
3316,tt0795434,2
3317,tt0118044,4
3318,tt0181830,1
3319,tt0284067,1
3320,tt0263725,4
3321,tt1670269,2
3322,tt0164312,2
3323,tt0757933,2
3324,tt0315426,2
3325,tt0159373,1
3326,tt0382621,4
3327,tt0133189,7
3328,tt0273607,1
3329,tt0925248,10
3330,tt0825236,12
3331,tt0371583,1
3332,tt0366287,4
3333,tt0962774,2
3334,tt0116631,1
3335,tt0168071,8
3336,tt0486028,5
3337,tt0168172,4
3338,tt0243655,6
3339,tt0338357,3
3340,tt0162711,4
3341,tt0120303,7
3342,tt0479974,1
3343,tt0407536,6
3344,tt0373704,2
3345,tt0344273,2
3346,tt1186369,7
3347,tt0119717,2
3348,tt6293042,4
3349,tt5655222,8
3350,tt0272736,2
3351,tt0376177,4
3352,tt0216707,1
3353,tt0182295,6
3354,tt0127296,2
3355,tt0327919,2
3356,tt0120257,4
3357,tt0116102,1
3358,tt0118586,4
3359,tt0113729,5
3360,tt0221074,1
3361,tt0781435,2
3362,tt1519618,5
3363,tt0466399,5
3364,tt0473700,3
3365,tt0187712,2
3366,tt0784972,9
3367,tt0296915,4
3368,tt1198405,4
3369,tt0489244,3
3370,tt0222012,3
3371,tt0455782,21
3372,tt0770796,3
3373,tt0885523,1
3374,tt0833553,2
3375,tt0460766,2
3376,tt0439544,14
3377,tt0346336,8
3378,tt0209933,2
3379,tt0479547,3
3380,tt1286800,2
3381,tt1234432,3
3382,tt0421082,5
3383,tt0829193,2
3384,tt0064609,2
3385,tt0811106,9
3386,tt0796335,3
3387,tt0334754,6
3388,tt0938341,4
3389,tt0473709,4
3390,tt0433398,2
3391,tt0051378,13
3392,tt0120731,16
3393,tt0219400,7
3394,tt0200071,10
3395,tt0159272,4
3396,tt1003118,2
3397,tt0284262,1
3398,tt0138590,7
3399,tt0244479,8
3400,tt1109499,2
3401,tt1286798,1
3402,tt0324080,1
3403,tt1173745,11
3404,tt0230512,2
3405,tt0424227,7
3406,tt0806027,14
3407,tt0258816,6
3408,tt1657510,10
3409,tt0368222,9
3410,tt0846040,9
3411,tt0209463,8
3412,tt0398913,26
3413,tt0283503,7
3414,tt0234407,2
3415,tt0775566,2
3416,tt0408261,1
3417,tt0477139,9
3418,tt0141974,3
3419,tt0437447,4
3420,tt0246500,3
3421,tt0379307,1
3422,tt0477392,3
3423,tt0181912,4
3424,tt6137622,1
3425,tt0382765,5
3426,tt0273253,1
3427,tt1186370,24
3428,tt0455953,4
3429,tt0353818,3
3430,tt0407342,4
3431,tt0229002,2
3432,tt0800099,3
3433,tt0119987,5
3434,tt0810928,6
3435,tt0352332,2
3436,tt0055256,25
3437,tt1306972,1
3438,tt0405461,2
3439,tt0422091,3
3440,tt0480025,12
3441,tt0233856,1
3442,tt0428856,2
3443,tt0457572,15
3444,tt0113314,1
3445,tt0105100,2
3446,tt0073486,79
3447,tt0120539,5
3448,tt0129884,1
3449,tt0405336,16
3450,tt0473434,2
3451,tt0227277,6
3452,tt0388182,17
3453,tt0175550,1
3454,tt0460745,9
3455,tt0118845,9
3456,tt0459293,1
3457,tt0480251,1
3458,tt0481797,11
3459,tt2173244,2
3460,tt0168589,3
3461,tt0111212,1
3462,tt0423866,27
3463,tt0376007,2
3464,tt0150230,3
3465,tt0160403,3
3466,tt1104806,7
3467,tt0373981,5
3468,tt0256341,2
3469,tt6089564,1
3470,tt0120254,10
3471,tt0091949,32
3472,tt0414834,1
3473,tt1163752,2
3474,tt0399095,14
3475,tt0446685,2
3476,tt0443448,4
3477,tt0356453,1
3478,tt0221073,9
3479,tt1037156,3
3480,tt1023490,10
3481,tt0181810,3
3482,tt0329767,6
3483,tt0284034,9
3484,tt0912592,3
3485,tt0048980,8
3486,tt0398971,2
3487,tt0391229,2
3488,tt6253214,2
3489,tt0419815,1
3490,tt0300453,1
3491,tt0120659,1
3492,tt0436742,2
3493,tt0464196,13
3494,tt0427089,9
3495,tt0166090,3
3496,tt0373445,5
3497,tt0443455,4
3498,tt0374089,8
3499,tt0117106,1
3500,tt0294806,3
3501,tt0439130,1
3502,tt0216578,5
3503,tt0473360,16
3504,tt0498355,1
3505,tt0369637,1
3506,tt0493450,4
3507,tt0460975,2
3508,tt0465407,7
3509,tt0850253,9
3510,tt0127497,1
3511,tt0062994,11
3512,tt0937237,9
3513,tt0379306,9
3514,tt0870222,2
3515,tt0218112,4
3516,tt0236008,1
3517,tt0494222,7
3518,tt0413466,7
3519,tt0278504,23
3520,tt0843850,2
3521,tt0796212,10
3522,tt0232079,3
3523,tt0433350,2
3524,tt0952682,7
3525,tt0303321,1
3526,tt5728684,2
3527,tt0436629,3
3528,tt0823451,2
3529,tt0477095,6
3530,tt0171685,3
3531,tt0431979,2
3532,tt0340468,5
3533,tt1138002,2
3534,tt2790236,11
3535,tt0119305,5
3536,tt0457270,2
3537,tt0432289,20
3538,tt0841119,3
3539,tt0293007,6
3540,tt0407031,1
3541,tt0411475,12
3542,tt0457875,2
3543,tt0484111,8
3544,tt0486751,2
3545,tt0120211,3
3546,tt0422401,10
3547,tt0825346,1
3548,tt0419491,3
3549,tt0411674,1
3550,tt0478366,1
3551,tt0118662,2
3552,tt0304328,4
3553,tt0487503,9
3554,tt0367188,7
3555,tt1587426,1
3556,tt1502397,0
3557,tt0118742,3
3558,tt0887719,10
3559,tt5197068,5
3560,tt0770722,9
3561,tt0446055,1
3562,tt0146562,1
3563,tt0310203,15
3564,tt0110588,4
3565,tt0475420,2
3566,tt0499238,1
3567,tt0476805,4
3568,tt0492466,1
3569,tt0402910,24
3570,tt0210916,3
3571,tt0165986,1
3572,tt0424024,4
3573,tt0230055,2
3574,tt1002765,4
3575,tt0839938,5
3576,tt0377071,1
3577,tt0473753,14
3578,tt0878134,1
3579,tt0396705,2
3580,tt0337721,5
3581,tt0160398,1
3582,tt5157326,4
3583,tt0896923,5
3584,tt0939681,2
3585,tt0245825,1
3586,tt0438859,11
3587,tt4120598,2
3588,tt0379593,4
3589,tt0068361,17
3590,tt0176426,4
3591,tt0199683,16
3592,tt0317887,5
3593,tt0119533,1
3594,tt0964587,10
3595,tt0857295,10
3596,tt0141824,2
3597,tt0416449,77
3598,tt1029285,1
3599,tt0765429,86
3600,tt0271748,1
3601,tt0450385,42
3602,tt0381849,51
3603,tt0384810,4
3604,tt0953318,9
3605,tt0269746,5
3606,tt0389722,49
3607,tt0964516,4
3608,tt0116650,3
3609,tt0388495,1
3610,tt0366137,4
3611,tt1190858,6
3612,tt0453047,5
3613,tt1277736,2
3614,tt0260414,3
3615,tt0206742,3
3616,tt0441774,18
3617,tt0343663,7
3618,tt1247692,7
3619,tt0356159,2
3620,tt0273300,1
3621,tt0463854,57
3622,tt0410400,4
3623,tt0478829,7
3624,tt0329485,6
3625,tt1074931,1
3626,tt0083242,2
3627,tt0378867,3
3628,tt0472259,5
3629,tt0882969,2
3630,tt0119079,6
3631,tt0240149,6
3632,tt0260775,7
3633,tt0057869,21
3634,tt0383475,1
3635,tt0232611,1
3636,tt0401244,4
3637,tt0976025,1
3638,tt0383574,61
3639,tt0125980,1
3640,tt0477347,39
3641,tt0774755,3
3642,tt0276860,3
3643,tt0799954,7
3644,tt0278675,2
3645,tt0902270,1
3646,tt1227929,2
3647,tt1003116,1
3648,tt0436686,2
3649,tt0376994,71
3650,tt0382625,54
3651,tt0116714,3
3652,tt0119809,7
3653,tt0492499,1
3654,tt0403910,1
3655,tt0905979,2
3656,tt0424509,1
3657,tt0408777,12
3658,tt0072107,1
3659,tt0327210,1
3660,tt0348150,43
3661,tt0339727,4
3662,tt0366548,32
3663,tt0109688,7
3664,tt0391104,1
3665,tt0438097,66
3666,tt0989000,2
3667,tt0152015,6
3668,tt0114303,9
3669,tt0301684,2
3670,tt0251031,2
3671,tt0295633,1
3672,tt0116692,4
3673,tt0431124,2
3674,tt0188694,3
3675,tt1280501,2
3676,tt0888693,4
3677,tt6204018,2
3678,tt0046126,27
3679,tt0792966,1
3680,tt1691453,5
3681,tt0845448,2
3682,tt0120699,5
3683,tt0381061,99
3684,tt3727202,14
3685,tt0475984,5
3686,tt0284426,0
3687,tt0349260,3
3688,tt0196596,2
3689,tt0454921,36
3690,tt0415306,22
3691,tt0380268,5
3692,tt0389860,37
3693,tt0119052,5
3694,tt0086643,3
3695,tt0425326,8
3696,tt0832971,1
3697,tt0324133,14
3698,tt0054098,3
3699,tt0893356,2
3700,tt0122436,1
3701,tt0325360,1
3702,tt0304081,4
3703,tt0298798,4
3704,tt0160710,1
3705,tt0396271,3
3706,tt0170705,11
3707,tt1028539,1
3708,tt0337960,6
3709,tt0251777,1
3710,tt0369672,16
3711,tt0024594,1
3712,tt0119952,2
3713,tt0476643,4
3714,tt0325234,1
3715,tt1093842,4
3716,tt1129435,3
3717,tt0303326,1
3718,tt0436854,2
3719,tt0314871,1
3720,tt0387155,2
3721,tt0379713,3
3722,tt0372884,3
3723,tt0230591,7
3724,tt0471030,10
3725,tt0317919,62
3726,tt0407887,72
3727,tt0986233,17
3728,tt0029453,7
3729,tt0363510,1
3730,tt0422783,4
3731,tt1239427,1
3732,tt0424287,4
3733,tt0390808,17
3734,tt0116565,2
3735,tt0407732,5
3736,tt0206367,1
3737,tt0342508,5
3738,tt0459666,4
3739,tt0047574,11
3740,tt0419766,4
3741,tt0270971,2
3742,tt0199314,11
3743,tt0354575,2
3744,tt0800956,1
3745,tt0304857,1
3746,tt0461323,1
3747,tt0402230,4
3748,tt0345128,1
3749,tt0244173,4
3750,tt0238588,2
3751,tt0479965,3
3752,tt0762111,1
3753,tt0191610,1
3754,tt0371280,5
3755,tt0407246,4
3756,tt0339071,3
3757,tt0396690,2
3758,tt0120056,2
3759,tt0443453,24
3760,tt0389790,44
3761,tt0458352,36
3762,tt0452594,21
3763,tt0443489,26
3764,tt1180346,1
3765,tt0268219,1
3766,tt0362120,34
3767,tt0236638,4
3768,tt7469978,1
3769,tt0427229,24
3770,tt0454848,37
3771,tt0984155,5
3772,tt0357668,5
3773,tt0285728,3
3774,tt0386651,10
3775,tt0054632,16
3776,tt0400717,50
3777,tt0122515,3
3778,tt1179069,30
3779,tt1149583,6
3780,tt1661099,7
3781,tt0386504,5
3782,tt0119773,4
3783,tt0119256,14
3784,tt0101258,11
3785,tt0432325,3
3786,tt0354243,5
3787,tt0040338,6
3788,tt0230025,3
3789,tt0317226,2
3790,tt0997152,22
3791,tt0073177,1
3792,tt0337631,2
3793,tt1228953,2
3794,tt0413895,22
3795,tt0467409,1
3796,tt0383216,35
3797,tt0360845,3
3798,tt0170691,20
3799,tt0256259,1
3800,tt0397313,27
3801,tt0464692,1
3802,tt0489270,35
3803,tt0380538,4
3804,tt0139468,1
3805,tt0142215,2
3806,tt0401591,2
3807,tt0293624,2
3808,tt0046022,6
3809,tt0268696,1
3810,tt0457510,25
3811,tt0425274,0
3812,tt0472268,5
3813,tt0126810,2
3814,tt0315543,6
3815,tt0499596,3
3816,tt0463034,27
3817,tt0498120,3
3818,tt0401248,2
3819,tt0449010,31
3820,tt0120123,1
3821,tt0391892,1
3822,tt0912580,2
3823,tt0354538,2
3824,tt0145937,9
3825,tt0415856,7
3826,tt0076792,2
3827,tt0385880,30
3828,tt0271211,1
3829,tt1008023,1
3830,tt0301777,5
